,Education,NumSkills,WorkExperience,Seniority,Specialty,Workerness
6639,None/Other,5,"['Specialist', 'Worker', 'Worker', 'Senior', 'Senior', 'Worker', 'Worker', 'Worker']","[0.1896226452927196, 0.19454427416879036, 0.18939363334021705, 0.2382482248439502, 0.2382482248439502, 0.202331024523494, 0.202331024523494, 0.202331024523494]","[0.196893661469562, 0.1945747114640066, 0.17567131366304078, 0.21635844273010332, 0.21635844273010332, 0.19146410937228978, 0.19146410937228978, 0.19146410937228978]","[0.17451054941916413, 0.21665343566941805, 0.20206631075968878, 0.19237336950459932, 0.19237336950459932, 0.2188086560799578, 0.2188086560799578, 0.2188086560799578]"
6640,Associates,1,"['Worker', 'Specialist', 'Specialist', 'Worker', 'Worker', 'Worker', 'Specialist', 'Specialist', 'Senior', 'Worker', 'Senior', 'Junior', 'Specialist', 'Worker']","[0.2007869756089354, 0.20312702404513425, 0.19184930904531478, 0.1678034302199419, 0.17469963417264106, 0.19210901207145634, 0.22603552708878893, 0.20347482884757193, 0.0, 0.21262990088268208, 0.15194978199965398, 0.1869125658569159, 0.1896226452927196, 0.21060757389383583]","[0.21387484764124795, 0.25664068293290176, 0.2190969260878273, 0.1673607772559321, 0.17901496049310417, 0.19590003234124195, 0.2429402153346467, 0.20395681945360655, 0.0, 0.20131151329345645, 0.14206637519788842, 0.1734043127260478, 0.196893661469562, 0.21529315487850165]","[0.22718006654749465, 0.20979943368774112, 0.19497259765277, 0.20024394609789303, 0.1990344567919038, 0.22173716750132835, 0.20568558768415438, 0.1779971632448325, 0.0, 0.21937890693880513, 0.15070469348110685, 0.17669741575520312, 0.17451054941916413, 0.22297354890132023]"
6641,Bachelors,0,"['Specialist', 'Junior', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Specialist']","[0.21273053055634375, 0.215051979119933, 0.20403009266425623, 0.19004788102659034, 0.1953341879049989, 0.20645547183605642, 0.22950940464501393, 0.1958027446101232, 0.20253562647703507, 0.1953731851965413, 0.21386047051422302]","[0.22073537128378992, 0.207840247007642, 0.18496530052547266, 0.20740568682027763, 0.23420275631417803, 0.1911645976193995, 0.22015997054317615, 0.1771961053214807, 0.22304550071887563, 0.21384984171387392, 0.2606844341633115]","[0.18257961935735537, 0.18990731643474687, 0.20139578324874888, 0.1995704588378612, 0.1923082805891578, 0.18478978747742977, 0.21718369218282985, 0.1741385936722946, 0.21195921433403042, 0.21381592843795946, 0.20179573951559024]"
6642,None/Other,2,['Specialist'],[0.21105554465815404],[0.27052684374911373],[0.20653367489057478]
6643,None/Other,1,"['Junior', 'Junior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior']","[0.22202582955795663, 0.20622364651677166, 0.23408571276858067, 0.20633480935212412, 0.20509928709856073, 0.22266853181296026, 0.22345294014725325]","[0.24529498187043614, 0.21676222901877584, 0.24521421275540764, 0.21698254651955623, 0.206965743974542, 0.22420997767611953, 0.21908367203406962]","[0.19865587706081123, 0.18779502355582284, 0.20530425966090637, 0.18893907272290297, 0.19125323084459012, 0.2067460430391852, 0.2110932708106229]"
6644,Bachelors,2,"['Specialist', 'Specialist', 'Junior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Senior']","[0.19992702661074074, 0.20043946003595622, 0.19830003632294405, 0.1982629987819929, 0.1915572052615359, 0.2230773398911772, 0.23459771977776886, 0.20837335807993837, 0.2240897573028014, 0.21203753422109764, 0.21083012356317662, 0.2193704987591506]","[0.25115225895587096, 0.2659870028996005, 0.20348663251950463, 0.2786415778090584, 0.19758620859870782, 0.22100915734203716, 0.2626786575780548, 0.27070104530259254, 0.25575644472406167, 0.20780178358904625, 0.2082885274079968, 0.21538347536786706]","[0.21887841981948447, 0.19910862886751332, 0.20428996111675088, 0.1861371725365131, 0.17856863563598022, 0.17993377392612012, 0.19142627726600686, 0.18965151326886767, 0.1910078168897155, 0.1719376242426624, 0.17630679625271034, 0.18457684744036637]"
6645,None/Other,5,['Specialist'],[0.1799433748269174],[0.19959364387916326],[0.18810833836639798]
6646,HighSchool,3,"['Worker', 'Specialist', 'Worker']","[0.21262990088268208, 0.22266853181296026, 0.19219606157001282]","[0.20131151329345645, 0.22420997767611953, 0.192786947880257]","[0.21937890693880513, 0.2067460430391852, 0.20501249995265067]"
6647,Masters,2,"['Senior', 'Specialist', 'Specialist', 'Specialist']","[0.22802900079012753, 0.21804063128749826, 0.20008365540800183, 0.20568289326024508]","[0.20728707567737595, 0.2265847257849067, 0.25425945650587695, 0.24919128757603035]","[0.20941069830843, 0.2262721141931812, 0.2055507952432989, 0.2155761282046319]"
6648,Masters,0,"['Senior', 'Worker', 'Senior', 'Specialist']","[0.0, 0.19373098100961347, 0.18592903966436153, 0.20493367590861905]","[0.0, 0.22381353650427785, 0.17807791298483447, 0.22783720949201736]","[0.0, 0.23844167923858756, 0.17263195150459715, 0.2257385681265217]"
6649,Masters,1,"['Worker', 'Junior', 'Worker', 'Senior', 'Senior', 'Junior', 'Specialist', 'Specialist']","[0.1842440802359072, 0.20622364651677166, 0.18610291169141868, 0.2290127081285951, 0.2208003159763612, 0.20622364651677166, 0.2128502266793396, 0.22298094888578646]","[0.1710392570663826, 0.21676222901877584, 0.1847588295136506, 0.22845073919363135, 0.20624456316436837, 0.21676222901877584, 0.2676608696581734, 0.23538486841523784]","[0.1855928531405901, 0.18779502355582284, 0.19165036139899033, 0.2053496074908222, 0.19920188779353598, 0.18779502355582284, 0.21205432167731536, 0.205775118286868]"
6650,Bachelors,0,"['Senior', 'Junior', 'Specialist', 'Specialist', 'Specialist']","[0.23067850806604978, 0.23618742358119177, 0.22527521201050216, 0.22266853181296026, 0.21877896769028973]","[0.22011951307562466, 0.23235059212611592, 0.24118437105125617, 0.22420997767611953, 0.26861536337886344]","[0.17593032223272573, 0.20141703512453624, 0.20343312383183523, 0.2067460430391852, 0.2134572739167367]"
6651,Bachelors,0,['Junior'],[0.19425809071241226],[0.19083932378549004],[0.18873408917255954]
6652,None/Other,0,"['Senior', 'Senior', 'Worker', 'Junior', 'Junior']","[0.22503323179392115, 0.2219806881417261, 0.19423096026086456, 0.2171557167863456, 0.21774138548422628]","[0.21019330499459127, 0.19079393270067752, 0.19341715218316224, 0.1959986992540357, 0.22436321370852902]","[0.185163626478398, 0.1705578926320795, 0.21716481884751634, 0.17693103066934876, 0.20530073148264172]"
6653,Masters,1,"['Junior', 'Senior', 'Senior', 'Junior', 'Specialist', 'Junior', 'Worker', 'Senior', 'Senior', 'Senior', 'Specialist']","[0.21524453852397993, 0.20884727767536385, 0.20047485377002303, 0.2093946022546788, 0.21148107009172726, 0.20910149445338105, 0.18796944866551013, 0.23013976072956135, 0.2017460408190442, 0.2028240800447457, 0.21636341461216704]","[0.1995841009827772, 0.18924330074969065, 0.17938958968216803, 0.1968490426838327, 0.21607712284305208, 0.1928040790358601, 0.17703923550969963, 0.2129199441713748, 0.19732491660472784, 0.1958155096742626, 0.21906557391359027]","[0.18829259995514225, 0.1882290181877556, 0.18124925281105997, 0.19337423132706416, 0.20558021297097487, 0.1903027214121771, 0.18831709502059302, 0.20095405731281116, 0.19010588673801634, 0.19165706125176676, 0.19004466114600063]"
6654,Bachelors,5,['Worker'],[0.20835700959036726],[0.2186373992369796],[0.2198901574010441]
6655,Bachelors,5,"['Senior', 'Specialist', 'Specialist']","[0.0, 0.19845024913163695, 0.19845024913163695]","[0.0, 0.20964551237902418, 0.20964551237902418]","[0.0, 0.18963567009314147, 0.18963567009314147]"
6656,Bachelors,1,"['Specialist', 'Specialist', 'Worker', 'Worker']","[0.20937901512013052, 0.21804063128749826, 0.1694070532904476, 0.18939363334021705]","[0.26775803363381, 0.2265847257849067, 0.16033392182742356, 0.17567131366304078]","[0.20325528678585122, 0.2262721141931812, 0.18661142551572782, 0.20206631075968878]"
6657,Bachelors,5,"['Specialist', 'Worker', 'Worker', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior']","[0.20181690712101827, 0.18708536379018587, 0.19991947521904135, 0.21382711108203037, 0.222335682348672, 0.22671587028869894, 0.19885581520683607, 0.22232902128185514]","[0.2201647822076437, 0.1888505322489809, 0.20114718512620258, 0.21387382010439224, 0.21857629147258104, 0.2072115763330606, 0.17861483175632661, 0.21843634152910665]","[0.2052671463247915, 0.20824956473129502, 0.2080224549191261, 0.18584663072156316, 0.19341085699159932, 0.1760464121404873, 0.18275281082659323, 0.20094479461781958]"
6658,None/Other,2,"['Specialist', 'Senior', 'Senior', 'Worker']","[0.2205029364011258, 0.2106713474607459, 0.23067850806604978, 0.21671268723987938]","[0.24674303559648839, 0.18921307778803037, 0.22011951307562466, 0.22063224641711346]","[0.21981272021860113, 0.1965496722750383, 0.17593032223272573, 0.22711136763339115]"
6659,Bachelors,5,"['Senior', 'Junior', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Worker', 'Worker']","[0.21245399188813516, 0.1966317405735267, 0.2170552636814319, 0.2278364957775738, 0.0, 0.2278364957775738, 0.19954870411158643, 0.19892869248094347, 0.21016043087790562]","[0.20197834826608785, 0.17635128869724875, 0.24576693268850847, 0.22541543859345337, 0.0, 0.22541543859345337, 0.18747776054310622, 0.20437413867196152, 0.22377349695305482]","[0.2041227842006217, 0.15771818934038712, 0.20411112871362516, 0.2062509907294295, 0.0, 0.2062509907294295, 0.19891114072982605, 0.21646567152030877, 0.233922086799683]"
6660,Bachelors,1,['Specialist'],[0.21287858059626594],[0.25038120199978253],[0.18488628990060985]
6661,Associates,5,"['Senior', 'Senior', 'Specialist', 'Senior', 'Senior', 'Worker']","[0.1821170541234215, 0.1821170541234215, 0.20879505187720934, 0.0, 0.0, 0.1985368595197315]","[0.16475252749672337, 0.16475252749672337, 0.2150926225198389, 0.0, 0.0, 0.19515270802236026]","[0.17436047528048534, 0.17436047528048534, 0.198560336840558, 0.0, 0.0, 0.20267267975750294]"
6662,Associates,5,"['Specialist', 'Senior']","[0.22945864586962564, 0.22128890640183746]","[0.22955073798717907, 0.19865771774751098]","[0.17894590414854675, 0.18705884030299663]"
6663,Masters,0,"['Junior', 'Senior', 'Junior', 'Senior', 'Specialist', 'Specialist', 'Junior']","[0.19078209648648395, 0.2129163626733311, 0.19906194230474442, 0.19193860806502097, 0.2017230156696264, 0.2017230156696264, 0.1889165977931091]","[0.18864653012865884, 0.191417617490485, 0.18287429561486318, 0.18349715479864667, 0.20852290919793903, 0.20852290919793903, 0.17145068588464982]","[0.19192220692956985, 0.20572236447008324, 0.18321941371861625, 0.18869676225964477, 0.18953503326248308, 0.18953503326248308, 0.18365705499962737]"
6664,None/Other,1,"['Junior', 'Senior', 'Senior', 'Junior', 'Specialist', 'Junior', 'Senior', 'Worker', 'Senior', 'Senior', 'Junior', 'Specialist']","[0.2400055415481881, 0.22638398624008382, 0.23113595420434252, 0.18486740842608085, 0.20415517166219116, 0.2400055415481881, 0.20820498667238188, 0.1815735790396175, 0.22587100033021584, 0.21930070550479838, 0.2329682085362559, 0.21715628560452416]","[0.24124845063556594, 0.22633297745909595, 0.20785271039042028, 0.16552100570654094, 0.21387326447053043, 0.24124845063556594, 0.2008494717354705, 0.17281673037862907, 0.21776374595939657, 0.20786192724676703, 0.22244721608631504, 0.2258547965761153]","[0.19153194992651254, 0.2104371024124734, 0.19046608775866788, 0.15056898631682114, 0.21108488220731408, 0.19153194992651254, 0.19250966055577926, 0.20364038353560734, 0.19552015430334901, 0.18873045480795309, 0.196678136994582, 0.21759441910498736]"
6665,Associates,2,"['Specialist', 'Specialist', 'Junior', 'Specialist', 'Specialist']","[0.22603552708878893, 0.18984435261787982, 0.19732816434329004, 0.18927384758545093, 0.2128502266793396]","[0.2429402153346467, 0.23846249164015576, 0.18709419986989062, 0.2381883056311325, 0.2676608696581734]","[0.20568558768415438, 0.20786159707284993, 0.19955556437214772, 0.21491314981212406, 0.21205432167731536]"
6666,HighSchool,2,"['Senior', 'Worker', 'Junior', 'Senior', 'Junior', 'Specialist', 'Senior', 'Specialist', 'Worker']","[0.21359100137796463, 0.20193224335234175, 0.17861028722922617, 0.19091399177439566, 0.18369225758246585, 0.18818618601328638, 0.0, 0.18818618601328638, 0.20395605652574406]","[0.20938841765065314, 0.19801227642418023, 0.16887784038101258, 0.17063482470238417, 0.16621159435761435, 0.2018367697959655, 0.0, 0.2018367697959655, 0.19413281032080035]","[0.1999498623859275, 0.20941292551519725, 0.1739849519717861, 0.16007586583359792, 0.17305296509848475, 0.1979802817103085, 0.0, 0.1979802817103085, 0.20458617999619225]"
6667,Certificate,0,"['Senior', 'Specialist']","[0.20590917532107406, 0.22366249143853342]","[0.1886955850689352, 0.24722039765694118]","[0.2058187916276147, 0.22087845066865794]"
6668,None/Other,0,"['Specialist', 'Specialist']","[0.23072434607920975, 0.22849248564558264]","[0.23572334028763023, 0.22958947395747603]","[0.1870035170674715, 0.1991819018531728]"
6669,None/Other,3,"['Specialist', 'Worker']","[0.218666622027749, 0.19454427416879036]","[0.22689294026176277, 0.1945747114640066]","[0.2108210907014573, 0.21665343566941805]"
6670,Masters,0,['Senior'],[0.20154447633134467],[0.18279589748499026],[0.18395134277487052]
6671,None/Other,15,"['Senior', 'Junior', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Senior']","[0.21080296458427308, 0.2196326637385745, 0.22449037528227578, 0.21136190552393996, 0.22721577334830886, 0.19244620721337677, 0.2173745506294789]","[0.196927838769466, 0.20680972263941197, 0.22922826568268403, 0.2008469854698239, 0.21529730862398896, 0.2377461730119337, 0.19608320566730716]","[0.2093180078898254, 0.20359360756549244, 0.19002721980722137, 0.172886398686515, 0.20367595893538012, 0.20311101862315065, 0.17883410845205153]"
6672,Bachelors,8,"['Specialist', 'Specialist', 'Junior', 'Specialist']","[0.18694715053269317, 0.1926926296047122, 0.21401695008157656, 0.23159460400368936]","[0.23781349170656851, 0.2397936380737761, 0.20395436527466212, 0.23307418458026596]","[0.19430961265974186, 0.20451825263570744, 0.17715990256438705, 0.1923092503011607]"
6673,Bachelors,7,"['Specialist', 'Specialist', 'Senior', 'Specialist']","[0.20222504659577348, 0.2041965628340593, 0.22851966686636632, 0.21804063128749826]","[0.23110311556432603, 0.2210567676435859, 0.2234137653869645, 0.2265847257849067]","[0.19135158306065264, 0.18338370200642357, 0.1927299834139198, 0.2262721141931812]"
6674,None/Other,0,"['Specialist', 'Specialist', 'Specialist', 'Junior', 'Specialist', 'Specialist', 'Specialist', 'Senior']","[0.209335094860328, 0.209335094860328, 0.20669575295219256, 0.20259474188749868, 0.2004563594930163, 0.21658831751903054, 0.21658831751903054, 0.23495037777560437]","[0.22321382228358555, 0.22321382228358555, 0.21323310645911694, 0.1926353793245131, 0.2313007389403884, 0.24141445510946555, 0.24141445510946555, 0.23083883184407283]","[0.2158981067102764, 0.2158981067102764, 0.19667887306817788, 0.17652717753385877, 0.2163666449867723, 0.2215332124032058, 0.2215332124032058, 0.20186304715326864]"
6675,Masters,4,"['Specialist', 'Specialist', 'Worker', 'Specialist', 'Specialist', 'Senior', 'Junior', 'Specialist']","[0.20668662728023082, 0.20486046700192465, 0.19037307417894692, 0.20486046700192465, 0.20486046700192465, 0.22359502462875402, 0.21542642159540734, 0.20493367590861905]","[0.21282290261335118, 0.23268173508780532, 0.1857514388922799, 0.23268173508780532, 0.23268173508780532, 0.21823271982656964, 0.21170945469535785, 0.22783720949201736]","[0.21057193260845483, 0.21986107252823855, 0.19290261692755792, 0.21986107252823855, 0.21986107252823855, 0.20405718703495107, 0.18826223160237732, 0.2257385681265217]"
6676,Masters,9,"['Specialist', 'Specialist']","[0.21842867381210848, 0.23013513310417855]","[0.28382817925413956, 0.25734828974142315]","[0.18791272526891342, 0.19545535886284135]"
6677,None/Other,1,"['Junior', 'Specialist', 'Worker', 'Specialist', 'Worker', 'Worker', 'Specialist', 'Specialist', 'Worker', 'Specialist']","[0.21621957791884747, 0.21901223259703775, 0.18687839760289968, 0.2170552636814319, 0.19566685653116367, 0.19265072596356525, 0.2297490551671752, 0.20042881558369494, 0.20395605652574406, 0.22603552708878893]","[0.22281426914590305, 0.22552047641762799, 0.1815203320864131, 0.24576693268850847, 0.1884057434939993, 0.1831559056039368, 0.2325756680624017, 0.20967745371437724, 0.19413281032080035, 0.2429402153346467]","[0.2166556519138091, 0.2112502489109068, 0.20990633585060922, 0.20411112871362516, 0.20595009372723783, 0.20794424449228405, 0.2130648197603165, 0.18627884137869188, 0.20458617999619225, 0.20568558768415438]"
6678,Bachelors,0,"['Specialist', 'Senior', 'Specialist', 'Senior', 'Worker', 'Worker']","[0.21896319041848678, 0.18614192628165824, 0.20616805591108064, 0.22008059682245712, 0.18935219972952988, 0.17875685757719662]","[0.21929782794053906, 0.17684843705826808, 0.20685993798825003, 0.1923407705903139, 0.1776107667242829, 0.1686598383912042]","[0.1871626433729147, 0.18428252580998816, 0.1924065201626501, 0.1762532260168755, 0.19250648720736607, 0.18723439429864258]"
6679,Masters,9,"['Senior', 'Senior', 'Senior', 'Senior', 'Senior']","[0.21865427579549435, 0.22391943007404172, 0.21545767983777991, 0.22159113915883116, 0.18324221046132055]","[0.2142312764280154, 0.2016417778108792, 0.200903997923229, 0.19543108083752925, 0.16471283412642632]","[0.20140622222169952, 0.19442616443794886, 0.2051242789994289, 0.18631920004872696, 0.17967976723425855]"
6680,None/Other,0,"['Specialist', 'Worker', 'Worker']","[0.21645063257057925, 0.19545136840877628, 0.22672266631879467]","[0.23811900396632, 0.2077456969051287, 0.2127204050470599]","[0.20187655963472081, 0.21735461211073745, 0.22686747891253486]"
6681,Bachelors,8,"['Specialist', 'Junior', 'Senior']","[0.220954723924389, 0.2229124344532585, 0.2398429508618575]","[0.24147410734430189, 0.21473125183303768, 0.22293744021745657]","[0.21848945169518802, 0.20393589944741766, 0.20000431832742224]"
6682,None/Other,1,"['Junior', 'Worker', 'Specialist', 'Senior', 'Senior', 'Specialist']","[0.22598226213147468, 0.20237624579728558, 0.2057171449952435, 0.22926895024347405, 0.19982312155478066, 0.2128502266793396]","[0.20976150226242626, 0.19259584447948408, 0.24045225691454095, 0.20569330300335126, 0.18818017665009706, 0.2676608696581734]","[0.2104037870325912, 0.20678719924713349, 0.2106373224863658, 0.18131697731127283, 0.19885251789593877, 0.21205432167731536]"
6683,Bachelors,7,"['Worker', 'Senior', 'Specialist']","[0.17535191272092662, 0.19699752169136736, 0.230068927511301]","[0.16671405197100295, 0.1969031223985424, 0.24464144757426817]","[0.1860107556159489, 0.19259119373790676, 0.21388985002403973]"
6684,Bachelors,0,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","[0.2277757868307932, 0.21386499134505868, 0.2199924624761074, 0.2172981334209499, 0.2255868926927441]","[0.27601083808848426, 0.2820959895763778, 0.2752271099650074, 0.2540891390518857, 0.23985065704103348]","[0.19952672213525666, 0.1893288313320268, 0.19527151797875764, 0.20659500042744383, 0.1886312786124242]"
6685,Masters,6,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","[0.2076345305979791, 0.2076345305979791, 0.2201987062142444, 0.20886793569743242, 0.22507958061797909, 0.21287858059626594]","[0.25909724353608266, 0.25909724353608266, 0.23758448795073353, 0.2556704945236698, 0.2299883218683399, 0.25038120199978253]","[0.18861420069132256, 0.18861420069132256, 0.19786985524100775, 0.1935480621090425, 0.18987894347903356, 0.18488628990060985]"
6686,Bachelors,6,"['Specialist', 'Worker', 'Junior', 'Specialist', 'Specialist', 'Senior']","[0.22536312035411002, 0.18793881373577198, 0.21320717353068172, 0.20459069208626518, 0.21912275627362532, 0.2263214082105595]","[0.2404120688826395, 0.1863668840734874, 0.19488223308793487, 0.2419647811446971, 0.24010969497171883, 0.22490969783390133]","[0.19809673533593994, 0.23769000731407888, 0.20121752958694863, 0.21185112350536103, 0.1972286412230352, 0.19986003298052024]"
6687,Masters,0,"['Specialist', 'Specialist', 'Senior', 'Senior', 'Junior', 'Worker']","[0.2170178597673368, 0.20962320564726628, 0.2186408157839994, 0.2208003159763612, 0.1832458757140927, 0.20932563462188453]","[0.2210675154280218, 0.2243427037628834, 0.19747056997504742, 0.20624456316436837, 0.18136934701840848, 0.21215884556506656]","[0.21319102653637584, 0.21845712707663764, 0.18392307084408682, 0.19920188779353598, 0.1897856304278399, 0.21689926060998804]"
6688,Associates,1,"['Senior', 'Worker', 'Junior', 'Junior', 'Senior']","[0.19193860806502097, 0.1978116163089032, 0.20597252814856626, 0.20597252814856626, 0.19485126588015325]","[0.18349715479864667, 0.1952229549377393, 0.21302736406555298, 0.21302736406555298, 0.17632624999857252]","[0.18869676225964477, 0.20962869707808127, 0.2231061033979744, 0.2231061033979744, 0.18227336991915316]"
6689,Certificate,16,"['Specialist', 'Junior', 'Senior', 'Senior']","[0.22222921987395708, 0.19414388290622153, 0.0, 0.1959373027800867]","[0.27611855466990864, 0.19591215543718457, 0.0, 0.17671079621366512]","[0.20286095164929846, 0.1731100594225977, 0.0, 0.1626987742579099]"
6690,Bachelors,1,"['Specialist', 'Senior', 'Specialist', 'Worker']","[0.19861638138434531, 0.21890641137871034, 0.21007641824050033, 0.20406070522720757]","[0.22674392989546055, 0.20157249679979514, 0.2272088360149338, 0.20587765612581796]","[0.20096773078405006, 0.1959760012862356, 0.1882662038567803, 0.21505707022719708]"
6691,Masters,0,"['Specialist', 'Worker', 'Senior', 'Senior', 'Junior', 'Junior', 'Specialist', 'Specialist', 'Senior']","[0.21410300450484446, 0.20048244443381724, 0.23550469887826692, 0.21369460071956423, 0.20622364651677166, 0.17186995357422996, 0.21753071147723238, 0.22603552708878893, 0.23652718657546984]","[0.23276096486775225, 0.19889809680529688, 0.22084259638504578, 0.18333407808253271, 0.21676222901877584, 0.16769416965828818, 0.22143822220713608, 0.2429402153346467, 0.2218989565957219]","[0.20126479538435715, 0.2041230185017131, 0.20020696136798155, 0.17432198548849784, 0.18779502355582284, 0.16448582902687217, 0.19608113739688293, 0.20568558768415438, 0.1906028723050171]"
6692,Bachelors,0,"['Senior', 'Worker', 'Worker', 'Specialist', 'Worker', 'Specialist']","[0.21059420241513457, 0.19087763193236057, 0.16670895969343014, 0.20214374792087947, 0.17933898850193397, 0.2114260153874577]","[0.19120219198906155, 0.20633489330346735, 0.17641472130252336, 0.20919513121663785, 0.17002809449861447, 0.22589866338111528]","[0.1959348442323263, 0.2290791952299522, 0.1818962322874704, 0.20429148764008262, 0.18988936928645014, 0.22498774450435458]"
6693,Masters,1,['Senior'],[0.20546469894046876],[0.18584096800392919],[0.18351367616046493]
6694,None/Other,8,"['Senior', 'Specialist', 'Senior', 'Senior', 'Specialist']","[0.22677461169414556, 0.1953731851965413, 0.22590111569710475, 0.23390163304763475, 0.22550352045943578]","[0.21484010006065765, 0.21384984171387392, 0.19572093815335737, 0.23051840044491081, 0.25683119231468526]","[0.19356675468489476, 0.21381592843795946, 0.19828661164748132, 0.20132925689210115, 0.21346309864901056]"
6695,Associates,0,"['Specialist', 'Senior', 'Senior', 'Senior']","[0.22322768897155626, 0.22905200365697137, 0.24350648598853364, 0.25097662221196787]","[0.2242373504856666, 0.21230854389632037, 0.22587057048819656, 0.2189077410754061]","[0.2231060446626152, 0.19905498116982007, 0.19927818636737543, 0.19014792505777453]"
6696,None/Other,0,"['Senior', 'Senior', 'Specialist', 'Worker', 'Worker', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Worker', 'Specialist', 'Senior']","[0.23652718657546984, 0.23200285875789795, 0.21784411857736632, 0.19944326367799062, 0.17155041756053246, 0.19292176240027215, 0.22603552708878893, 0.22603552708878893, 0.0, 0.16142542127614487, 0.2161278243989665, 0.19982312155478066]","[0.2218989565957219, 0.22163750755136832, 0.21828943294767977, 0.1950544346284106, 0.16181343384459557, 0.1680971921734747, 0.2429402153346467, 0.2429402153346467, 0.0, 0.16860268985760743, 0.2714731947065993, 0.18818017665009706]","[0.1906028723050171, 0.2018831888524678, 0.21561591049338216, 0.20267442323557078, 0.18688581886978972, 0.18810164926009557, 0.20568558768415438, 0.20568558768415438, 0.0, 0.1767170736308275, 0.20014257342706365, 0.19885251789593877]"
6697,Masters,1,"['Junior', 'Worker', 'Worker', 'Junior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Junior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","[0.20359979768513004, 0.18901015593148418, 0.1930683288441663, 0.19527103650459512, 0.19158592821612624, 0.2007395705949776, 0.2254738072138216, 0.2098250176779451, 0.22362824852657817, 0.2007395705949776, 0.2007395705949776, 0.20616049022952465, 0.20748850502078328, 0.2098250176779451, 0.2117514448975502, 0.21386499134505868, 0.1959877507595046, 0.2098250176779451, 0.21093651568231372]","[0.18135610181055162, 0.17893994825847095, 0.2016231464655836, 0.1909631972427668, 0.18723480055648245, 0.26089018405645387, 0.2751328084279823, 0.24863965427806667, 0.22341652541286816, 0.26089018405645387, 0.26089018405645387, 0.19797329172231, 0.23800212343752652, 0.24863965427806667, 0.22817473960759455, 0.2820959895763778, 0.22312433868547157, 0.24863965427806667, 0.21129507366762976]","[0.1834270895966035, 0.206455115113487, 0.20927097133929992, 0.18230261491899943, 0.18682487623619873, 0.19069099458040725, 0.19247778529398243, 0.19143727161593213, 0.18667455043017395, 0.19069099458040725, 0.19069099458040725, 0.18738494642511683, 0.20030254986342502, 0.19143727161593213, 0.1895578108357597, 0.1893288313320268, 0.18770977212193798, 0.19143727161593213, 0.1933054128692923]"
6698,Associates,5,"['Worker', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Specialist']","[0.19348946429554678, 0.23317060529459527, 0.22802417605708156, 0.21890237419952013, 0.0, 0.0, 0.2170552636814319]","[0.18778120835467366, 0.23466076514209427, 0.24298172248761293, 0.237261480855156, 0.0, 0.0, 0.24576693268850847]","[0.19407733770388355, 0.20843839725736144, 0.2064343360908365, 0.1985421525021619, 0.0, 0.0, 0.20411112871362516]"
6699,Masters,0,"['Worker', 'Junior', 'Specialist']","[0.21671268723987938, 0.2239967531209643, 0.23159460400368936]","[0.22063224641711346, 0.21868907889043712, 0.23307418458026596]","[0.22711136763339115, 0.22420167231486698, 0.1923092503011607]"
6700,None/Other,3,"['Worker', 'Senior']","[0.18736905721540031, 0.2132292628742528]","[0.18985258810837083, 0.1936521088445179]","[0.21057476647810117, 0.20361027060652964]"
6701,Bachelors,9,"['Senior', 'Worker', 'Specialist', 'Junior', 'Senior']","[0.19065369508088967, 0.18419846377518143, 0.21330758155131302, 0.2099113800250748, 0.23188885462465808]","[0.18555957167403753, 0.17180676049499355, 0.26541308935097574, 0.2085846964548486, 0.20287087289253994]","[0.1842789154878438, 0.19992189710348227, 0.19800880433965234, 0.21122069519830036, 0.1822030230916964]"
6702,None/Other,5,"['Specialist', 'Senior', 'Specialist', 'Senior', 'Junior', 'Senior', 'Worker', 'Specialist', 'Junior']","[0.22462210293387602, 0.23652718657546984, 0.22462210293387602, 0.23067850806604978, 0.21119460012266603, 0.21038933130623946, 0.16833288491871973, 0.21369055827806588, 0.20085142068772038]","[0.23400922289187892, 0.2218989565957219, 0.23400922289187892, 0.22011951307562466, 0.21466894472095535, 0.20430022117852967, 0.1791882049117299, 0.21459555692930954, 0.19661848151762257]","[0.19853442505426663, 0.1906028723050171, 0.19853442505426663, 0.17593032223272573, 0.1911447548374151, 0.19461487760239773, 0.19899974249595898, 0.19314637236796256, 0.20099389244958635]"
